individual,time,treat_post,outcome,treat,post,time_to_treat
301,7,0,32.93018145,0,1,-1
301,8,0,24.26348006,0,1,-1
301,9,0,38.91345527,0,1,-1
301,10,0,32.64437674,0,1,-1
302,1,0,21.03181906,0,0,-1
302,2,0,29.62898324,0,0,-1
302,3,0,18.06418216,0,0,-1
302,4,0,19.01440907,0,0,-1
302,5,0,24.58200337,0,0,-1
302,6,0,34.19189426,0,1,-1
302,7,0,22.90326962,0,1,-1
302,8,0,17.83922201,0,1,-1
302,9,0,31.24420571,0,1,-1
302,10,0,37.758704,0,1,-1
303,1,0,27.50130875,0,0,-1
303,2,0,20.68419319,0,0,-1
303,3,0,22.44286696,0,0,-1
303,4,0,31.76950367,0,0,-1
303,5,0,18.1512915,0,0,-1
303,6,0,27.05739612,0,1,-1
303,7,0,31.45211945,0,1,-1
303,8,0,34.24609361,0,1,-1
303,9,0,30.95096653,0,1,-1
303,10,0,35.17220506,0,1,-1
304,1,0,9.058363233,0,0,-1
304,2,0,19.70875794,0,0,-1
304,3,0,26.76754356,0,0,-1
304,4,0,21.08852983,0,0,-1
304,5,0,27.79492111,0,0,-1
304,6,0,31.2343625,0,1,-1
304,7,0,28.787254,0,1,-1
304,8,0,32.85231885,0,1,-1
304,9,0,28.68633717,0,1,-1
304,10,0,33.9669436,0,1,-1
305,1,0,24.55108085,0,0,-1
305,2,0,23.7848648,0,0,-1
305,3,0,21.56734365,0,0,-1
305,4,0,27.12108202,0,0,-1
305,5,0,31.07304895,0,0,-1
305,6,0,18.75029361,0,1,-1
305,7,0,36.29537032,0,1,-1
305,8,0,30.31872631,0,1,-1
305,9,0,35.62744967,0,1,-1
305,10,0,40.98623462,0,1,-1
306,1,0,14.64163151,0,0,-1
306,2,0,19.45279499,0,0,-1
306,3,0,23.05725652,0,0,-1
306,4,0,22.08123239,0,0,-1
306,5,0,36.17468288,0,0,-1
306,6,0,24.71613953,0,1,-1
306,7,0,27.7222661,0,1,-1
306,8,0,33.02194516,0,1,-1
306,9,0,27.48925237,0,1,-1
306,10,0,33.02159644,0,1,-1
307,1,0,23.08726631,0,0,-1
307,2,0,21.33569798,0,0,-1
307,3,0,24.03306571,0,0,-1
307,4,0,23.35333944,0,0,-1
307,5,0,19.92764845,0,0,-1
307,6,0,30.60796606,0,1,-1
307,7,0,39.27466536,0,1,-1
307,8,0,32.09200815,0,1,-1
307,9,0,34.62632059,0,1,-1
307,10,0,38.46361378,0,1,-1
308,1,0,15.15334752,0,0,-1
308,2,0,31.51257329,0,0,-1
308,3,0,25.51164398,0,0,-1
308,4,0,34.1592845,0,0,-1
308,5,0,23.83483502,0,0,-1
308,6,0,38.09030961,0,1,-1
308,7,0,34.37577747,0,1,-1
308,8,0,34.76520043,0,1,-1
308,9,0,34.67012227,0,1,-1
308,10,0,33.75735691,0,1,-1
309,1,0,27.50265829,0,0,-1
309,2,0,23.70179935,0,0,-1
309,3,0,14.66465148,0,0,-1
309,4,0,20.41406769,0,0,-1
309,5,0,26.57077124,0,0,-1
309,6,0,30.54999492,0,1,-1
309,7,0,30.21705756,0,1,-1
309,8,0,38.09485395,0,1,-1
309,9,0,23.74449068,0,1,-1
309,10,0,35.71793968,0,1,-1
310,1,0,12.41010387,0,0,-1
310,2,0,26.79856148,0,0,-1
310,3,0,24.02770643,0,0,-1
310,4,0,28.09804986,0,0,-1
310,5,0,23.1805852,0,0,-1
310,6,0,35.39732466,0,1,-1
310,7,0,35.70862332,0,1,-1
310,8,0,34.91772152,0,1,-1
310,9,0,32.85241377,0,1,-1
310,10,0,37.89928643,0,1,-1
311,1,0,17.96553716,0,0,-1
311,2,0,27.2777783,0,0,-1
311,3,0,32.74740447,0,0,-1
311,4,0,31.3530528,0,0,-1
311,5,0,23.85198765,0,0,-1
311,6,0,30.80708659,0,1,-1
311,7,0,24.03429228,0,1,-1
311,8,0,34.86195156,0,1,-1
311,9,0,35.75301706,0,1,-1
311,10,0,25.6509183,0,1,-1
312,1,0,15.69108078,0,0,-1
312,2,0,21.58430552,0,0,-1
312,3,0,22.99570126,0,0,-1
312,4,0,19.95261532,0,0,-1
312,5,0,29.44489365,0,0,-1
312,6,0,30.25736804,0,1,-1
312,7,0,29.52865434,0,1,-1
312,8,0,28.2210425,0,1,-1
312,9,0,38.74353563,0,1,-1
312,10,0,43.27703557,0,1,-1
313,1,0,19.08219258,0,0,-1
313,2,0,19.93916541,0,0,-1
313,3,0,26.95603833,0,0,-1
313,4,0,24.2098531,0,0,-1
313,5,0,26.803014,0,0,-1
313,6,0,32.69826576,0,1,-1
313,7,0,20.95321956,0,1,-1
313,8,0,38.59151162,0,1,-1
313,9,0,33.86340262,0,1,-1
313,10,0,32.94253428,0,1,-1
314,1,0,21.05382923,0,0,-1
314,2,0,22.81214678,0,0,-1
314,3,0,15.84399348,0,0,-1
314,4,0,33.47469114,0,0,-1
314,5,0,27.70662816,0,0,-1
314,6,0,31.21501065,0,1,-1
314,7,0,35.25774885,0,1,-1
314,8,0,26.89418771,0,1,-1
314,9,0,35.8673595,0,1,-1
314,10,0,33.66179455,0,1,-1
315,1,0,25.73385388,0,0,-1
315,2,0,12.3638629,0,0,-1
315,3,0,24.0045285,0,0,-1
315,4,0,22.98589672,0,0,-1
315,5,0,29.66131475,0,0,-1
315,6,0,31.35022094,0,1,-1
315,7,0,26.96187053,0,1,-1
315,8,0,28.43913068,0,1,-1
315,9,0,32.94667316,0,1,-1
315,10,0,30.51678886,0,1,-1
316,1,0,25.70991848,0,0,-1
316,2,0,21.153964,0,0,-1
316,3,0,9.965058903,0,0,-1
316,4,0,24.12588972,0,0,-1
316,5,0,22.3072809,0,0,-1
316,6,0,20.84362092,0,1,-1
316,7,0,24.31286681,0,1,-1
316,8,0,32.54704236,0,1,-1
316,9,0,40.14320414,0,1,-1
316,10,0,36.56592237,0,1,-1
317,1,0,18.46748306,0,0,-1
317,2,0,25.27952098,0,0,-1
317,3,0,22.20454845,0,0,-1
317,4,0,22.52699815,0,0,-1
317,5,0,21.72818666,0,0,-1
317,6,0,20.24085597,0,1,-1
317,7,0,28.55038147,0,1,-1
317,8,0,32.79026745,0,1,-1
317,9,0,33.01688165,0,1,-1
317,10,0,32.92016536,0,1,-1
318,1,0,16.7712697,0,0,-1
318,2,0,26.04123096,0,0,-1
318,3,0,17.9143404,0,0,-1
318,4,0,29.88013957,0,0,-1
318,5,0,22.48891491,0,0,-1
318,6,0,25.23782381,0,1,-1
318,7,0,23.16607405,0,1,-1
318,8,0,29.49298927,0,1,-1
318,9,0,38.37656229,0,1,-1
318,10,0,37.57814044,0,1,-1
319,1,0,26.39211056,0,0,-1
319,2,0,25.61071273,0,0,-1
319,3,0,18.98165086,0,0,-1
319,4,0,24.34605388,0,0,-1
319,5,0,23.59900435,0,0,-1
319,6,0,35.65287452,0,1,-1
319,7,0,24.51605677,0,1,-1
319,8,0,36.46848845,0,1,-1
319,9,0,37.96476935,0,1,-1
319,10,0,44.14810101,0,1,-1
320,1,0,19.45156704,0,0,-1
320,2,0,26.5616108,0,0,-1
320,3,0,35.90825918,0,0,-1
320,4,0,22.91179162,0,0,-1
320,5,0,19.82479876,0,0,-1
320,6,0,19.59994983,0,1,-1
320,7,0,34.06356014,0,1,-1
320,8,0,22.58424896,0,1,-1
320,9,0,31.63840474,0,1,-1
320,10,0,37.18656594,0,1,-1
321,1,0,22.42587768,0,0,-1
321,2,0,25.12722432,0,0,-1
321,3,0,25.61144928,0,0,-1
321,4,0,32.39432907,0,0,-1
321,5,0,22.7384181,0,0,-1
321,6,0,25.61502431,0,1,-1
321,7,0,26.63670277,0,1,-1
321,8,0,36.15095906,0,1,-1
321,9,0,38.00199294,0,1,-1
321,10,0,37.2561266,0,1,-1
322,1,0,27.41746833,0,0,-1
322,2,0,17.10979566,0,0,-1
322,3,0,32.83612056,0,0,-1
322,4,0,33.61619311,0,0,-1
322,5,0,31.17810999,0,0,-1
322,6,0,37.90899454,0,1,-1
322,7,0,22.21688396,0,1,-1
322,8,0,29.37775932,0,1,-1
322,9,0,29.8234827,0,1,-1
322,10,0,38.60739662,0,1,-1
323,1,0,16.2492963,0,0,-1
323,2,0,26.78747575,0,0,-1
323,3,0,31.35268072,0,0,-1
323,4,0,29.4760145,0,0,-1
323,5,0,28.91875512,0,0,-1
323,6,0,24.0606333,0,1,-1
323,7,0,26.26574517,0,1,-1
323,8,0,38.24809453,0,1,-1
323,9,0,37.39674502,0,1,-1
323,10,0,34.8049024,0,1,-1
324,1,0,19.41045227,0,0,-1
324,2,0,12.87096063,0,0,-1
324,3,0,19.14573791,0,0,-1
324,4,0,35.55709544,0,0,-1
324,5,0,21.09772214,0,0,-1
324,6,0,29.94739911,0,1,-1
324,7,0,35.53721987,0,1,-1
324,8,0,25.72538666,0,1,-1
324,9,0,34.42355237,0,1,-1
324,10,0,39.68957769,0,1,-1
325,1,0,21.56249661,0,0,-1
325,2,0,37.34201528,0,0,-1
325,3,0,16.15700371,0,0,-1
325,4,0,31.29364265,0,0,-1
325,5,0,26.63599131,0,0,-1
325,6,0,32.85960077,0,1,-1
325,7,0,32.70653576,0,1,-1
325,8,0,28.33421901,0,1,-1
325,9,0,34.64498196,0,1,-1
325,10,0,25.71049274,0,1,-1
326,1,0,24.5162375,0,0,-1
326,2,0,24.49079233,0,0,-1
326,3,0,27.69330084,0,0,-1
326,4,0,31.29059163,0,0,-1
326,5,0,29.3380992,0,0,-1
326,6,0,29.7404471,0,1,-1
326,7,0,26.09465832,0,1,-1
326,8,0,28.43889618,0,1,-1
326,9,0,39.4336731,0,1,-1
326,10,0,42.18167703,0,1,-1
327,1,0,20.30944782,0,0,-1
327,2,0,23.23001374,0,0,-1
327,3,0,19.97692813,0,0,-1
327,4,0,31.86378423,0,0,-1
327,5,0,30.82708412,0,0,-1
327,6,0,38.70608718,0,1,-1
327,7,0,26.10838461,0,1,-1
327,8,0,30.1099605,0,1,-1
327,9,0,34.65722961,0,1,-1
327,10,0,38.23244769,0,1,-1
328,1,0,20.42166181,0,0,-1
328,2,0,18.63519455,0,0,-1
328,3,0,28.90703764,0,0,-1
328,4,0,29.60567681,0,0,-1
328,5,0,22.9186295,0,0,-1
328,6,0,35.77721401,0,1,-1
328,7,0,36.35099355,0,1,-1
328,8,0,32.67148249,0,1,-1
328,9,0,33.89798931,0,1,-1
328,10,0,37.77028886,0,1,-1
329,1,0,17.19148465,0,0,-1
329,2,0,23.1501574,0,0,-1
329,3,0,13.73808228,0,0,-1
329,4,0,30.38227823,0,0,-1
329,5,0,19.69253389,0,0,-1
329,6,0,36.51709914,0,1,-1
329,7,0,28.84939953,0,1,-1
329,8,0,30.94166509,0,1,-1
329,9,0,30.36133047,0,1,-1
329,10,0,33.55980563,0,1,-1
330,1,0,28.59265673,0,0,-1
330,2,0,10.56095672,0,0,-1
330,3,0,30.88482693,0,0,-1
330,4,0,27.69011741,0,0,-1
330,5,0,21.46489176,0,0,-1
330,6,0,23.62343803,0,1,-1
330,7,0,38.88196514,0,1,-1
330,8,0,27.2724656,0,1,-1
330,9,0,27.73324745,0,1,-1
330,10,0,40.68657271,0,1,-1
331,1,0,23.19276438,0,0,-1
331,2,0,18.31037212,0,0,-1
331,3,0,25.58312488,0,0,-1
331,4,0,20.87123658,0,0,-1
331,5,0,33.00410699,0,0,-1
331,6,0,34.30685482,0,1,-1
331,7,0,33.16003099,0,1,-1
331,8,0,33.80830531,0,1,-1
331,9,0,42.30594062,0,1,-1
331,10,0,34.99843164,0,1,-1
332,1,0,15.59062937,0,0,-1
332,2,0,25.24736956,0,0,-1
332,3,0,34.93023525,0,0,-1
332,4,0,20.92620253,0,0,-1
332,5,0,25.69268617,0,0,-1
332,6,0,31.08223019,0,1,-1
332,7,0,30.23047575,0,1,-1
332,8,0,27.0884821,0,1,-1
332,9,0,39.10928928,0,1,-1
332,10,0,46.60020361,0,1,-1
333,1,0,22.4806573,0,0,-1
333,2,0,18.47965855,0,0,-1
333,3,0,16.75519737,0,0,-1
333,4,0,27.28987991,0,0,-1
333,5,0,33.01938672,0,0,-1
333,6,0,31.37583873,0,1,-1
333,7,0,30.4879808,0,1,-1
333,8,0,29.05364174,0,1,-1
333,9,0,28.03918184,0,1,-1
333,10,0,39.17375663,0,1,-1
334,1,0,26.06885811,0,0,-1
334,2,0,15.27135107,0,0,-1
334,3,0,32.44919489,0,0,-1
334,4,0,28.8703561,0,0,-1
334,5,0,34.49797323,0,0,-1
334,6,0,22.28936126,0,1,-1
334,7,0,23.67087922,0,1,-1
334,8,0,31.25515345,0,1,-1
334,9,0,36.01392213,0,1,-1
334,10,0,43.98180411,0,1,-1
335,1,0,25.03039457,0,0,-1
335,2,0,21.78659362,0,0,-1
335,3,0,19.36815396,0,0,-1
335,4,0,32.15000286,0,0,-1
335,5,0,22.67647287,0,0,-1
335,6,0,37.14234277,0,1,-1
335,7,0,29.07807675,0,1,-1
335,8,0,39.95291036,0,1,-1
335,9,0,36.89465645,0,1,-1
335,10,0,34.31502255,0,1,-1
336,1,0,18.90301814,0,0,-1
336,2,0,21.29546061,0,0,-1
336,3,0,26.64158346,0,0,-1
336,4,0,26.38578248,0,0,-1
336,5,0,24.53094296,0,0,-1
336,6,0,28.17184295,0,1,-1
336,7,0,30.89288515,0,1,-1
336,8,0,21.35632953,0,1,-1
336,9,0,35.79084057,0,1,-1
336,10,0,30.10139388,0,1,-1
337,1,0,15.73333798,0,0,-1
337,2,0,14.56327826,0,0,-1
337,3,0,15.53053751,0,0,-1
337,4,0,19.22276248,0,0,-1
337,5,0,23.95489521,0,0,-1
337,6,0,38.76629569,0,1,-1
337,7,0,27.87060162,0,1,-1
337,8,0,32.88875053,0,1,-1
337,9,0,35.50240693,0,1,-1
337,10,0,35.65532593,0,1,-1
338,1,0,21.1127827,0,0,-1
338,2,0,17.02353118,0,0,-1
338,3,0,31.75463774,0,0,-1
338,4,0,35.03598322,0,0,-1
338,5,0,19.08670653,0,0,-1
338,6,0,23.87985705,0,1,-1
338,7,0,29.10094829,0,1,-1
338,8,0,27.17731103,0,1,-1
338,9,0,36.02982777,0,1,-1
338,10,0,31.35863899,0,1,-1
339,1,0,32.32528034,0,0,-1
339,2,0,28.95274297,0,0,-1
339,3,0,25.56287015,0,0,-1
339,4,0,31.13493132,0,0,-1
339,5,0,33.02950212,0,0,-1
339,6,0,26.18026256,0,1,-1
339,7,0,26.41891378,0,1,-1
339,8,0,32.39071531,0,1,-1
339,9,0,37.80818062,0,1,-1
339,10,0,35.69530199,0,1,-1
340,1,0,13.61501759,0,0,-1
340,2,0,18.98587778,0,0,-1
340,3,0,24.13013568,0,0,-1
340,4,0,25.62167198,0,0,-1
340,5,0,37.36271088,0,0,-1
340,6,0,22.07006029,0,1,-1
340,7,0,33.02794621,0,1,-1
340,8,0,39.44556554,0,1,-1
340,9,0,44.85724873,0,1,-1
340,10,0,32.97801288,0,1,-1
341,1,0,23.95714726,0,0,-1
341,2,0,25.84880179,0,0,-1
341,3,0,25.47740866,0,0,-1
341,4,0,25.50577399,0,0,-1
341,5,0,29.67987695,0,0,-1
341,6,0,16.33876957,0,1,-1
341,7,0,33.91034745,0,1,-1
341,8,0,32.63088952,0,1,-1
341,9,0,32.38762552,0,1,-1
341,10,0,45.23431098,0,1,-1
342,1,0,18.12532991,0,0,-1
342,2,0,20.98462005,0,0,-1
342,3,0,34.45776651,0,0,-1
342,4,0,21.83969348,0,0,-1
342,5,0,24.74942359,0,0,-1
342,6,0,28.26487288,0,1,-1
342,7,0,34.70367241,0,1,-1
342,8,0,33.03901254,0,1,-1
342,9,0,27.03687326,0,1,-1
342,10,0,32.33915718,0,1,-1
343,1,0,18.46322783,0,0,-1
343,2,0,22.61389477,0,0,-1
343,3,0,26.62921829,0,0,-1
343,4,0,28.09102878,0,0,-1
343,5,0,18.61994123,0,0,-1
343,6,0,34.31970494,0,1,-1
343,7,0,31.76284423,0,1,-1
343,8,0,38.92266024,0,1,-1
343,9,0,35.72099164,0,1,-1
343,10,0,40.50661479,0,1,-1
344,1,0,23.83272656,0,0,-1
344,2,0,29.73112878,0,0,-1
344,3,0,27.11125318,0,0,-1
344,4,0,25.51042377,0,0,-1
344,5,0,38.8621736,0,0,-1
344,6,0,33.44518561,0,1,-1
344,7,0,33.36872211,0,1,-1
344,8,0,25.61847792,0,1,-1
344,9,0,27.05846191,0,1,-1
344,10,0,36.46357741,0,1,-1
345,1,0,22.22760599,0,0,-1
345,2,0,19.92938717,0,0,-1
345,3,0,25.2049135,0,0,-1
345,4,0,33.94313464,0,0,-1
345,5,0,30.97701237,0,0,-1
345,6,0,23.29495745,0,1,-1
345,7,0,29.94245586,0,1,-1
345,8,0,27.9751676,0,1,-1
345,9,0,31.56150042,0,1,-1
345,10,0,32.93192167,0,1,-1
346,1,0,19.11177209,0,0,-1
346,2,0,16.72432314,0,0,-1
346,3,0,23.86172659,0,0,-1
346,4,0,23.19696182,0,0,-1
346,5,0,12.85275655,0,0,-1
346,6,0,39.26486012,0,1,-1
346,7,0,35.94384827,0,1,-1
346,8,0,30.11849638,0,1,-1
346,9,0,33.59409525,0,1,-1
346,10,0,29.14172826,0,1,-1
347,1,0,29.97861439,0,0,-1
347,2,0,32.48644347,0,0,-1
347,3,0,25.28346864,0,0,-1
347,4,0,31.11765322,0,0,-1
347,5,0,28.37643389,0,0,-1
347,6,0,22.31637281,0,1,-1
347,7,0,28.44088316,0,1,-1
347,8,0,32.65963983,0,1,-1
347,9,0,31.22726141,0,1,-1
347,10,0,33.90673361,0,1,-1
348,1,0,21.04300221,0,0,-1
348,2,0,22.59560751,0,0,-1
348,3,0,24.76129245,0,0,-1
348,4,0,20.69697467,0,0,-1
348,5,0,23.91491925,0,0,-1
348,6,0,22.57707867,0,1,-1
348,7,0,35.38907775,0,1,-1
348,8,0,21.47176529,0,1,-1
348,9,0,39.26795172,0,1,-1
348,10,0,41.93174699,0,1,-1
349,1,0,19.98909707,0,0,-1
349,2,0,9.984314561,0,0,-1
349,3,0,22.69344719,0,0,-1
349,4,0,25.67907919,0,0,-1
349,5,0,22.4470089,0,0,-1
349,6,0,26.42390803,0,1,-1
349,7,0,38.15097599,0,1,-1
349,8,0,35.32463581,0,1,-1
349,9,0,28.87717943,0,1,-1
349,10,0,27.01200415,0,1,-1
350,1,0,19.86491341,0,0,-1
350,2,0,21.9327161,0,0,-1
350,3,0,26.98099594,0,0,-1
350,4,0,23.32341644,0,0,-1
350,5,0,30.05749788,0,0,-1
350,6,0,38.6757702,0,1,-1
350,7,0,34.57750511,0,1,-1
350,8,0,31.75955746,0,1,-1
350,9,0,32.58424764,0,1,-1
350,10,0,33.21663433,0,1,-1
351,1,0,27.40320456,0,0,-1
351,2,0,19.86343277,0,0,-1
351,3,0,24.72611354,0,0,-1
351,4,0,26.25598951,0,0,-1
351,5,0,24.99107904,0,0,-1
351,6,0,22.13767226,0,1,-1
351,7,0,32.11487252,0,1,-1
351,8,0,31.69498014,0,1,-1
351,9,0,36.00120235,0,1,-1
351,10,0,32.33199847,0,1,-1
352,1,0,27.60410649,0,0,-1
352,2,0,18.61613109,0,0,-1
352,3,0,33.06020142,0,0,-1
352,4,0,17.26181745,0,0,-1
352,5,0,29.67385032,0,0,-1
352,6,0,31.37715341,0,1,-1
352,7,0,26.52221466,0,1,-1
352,8,0,34.12196969,0,1,-1
352,9,0,39.89759335,0,1,-1
352,10,0,23.9159058,0,1,-1
353,1,0,24.01372404,0,0,-1
353,2,0,10.5336459,0,0,-1
353,3,0,19.67167598,0,0,-1
353,4,0,34.14583182,0,0,-1
353,5,0,24.59108983,0,0,-1
353,6,0,23.13060018,0,1,-1
353,7,0,29.51031136,0,1,-1
353,8,0,42.33953169,0,1,-1
353,9,0,24.34158876,0,1,-1
353,10,0,29.74345044,0,1,-1
354,1,0,28.98715842,0,0,-1
354,2,0,32.28851172,0,0,-1
354,3,0,23.98284388,0,0,-1
354,4,0,19.80473649,0,0,-1
354,5,0,37.97921751,0,0,-1
354,6,0,36.97221196,0,1,-1
354,7,0,33.89473494,0,1,-1
354,8,0,27.93798826,0,1,-1
354,9,0,33.2548533,0,1,-1
354,10,0,34.19819959,0,1,-1
355,1,0,23.15425652,0,0,-1
355,2,0,30.25500719,0,0,-1
355,3,0,28.89708521,0,0,-1
355,4,0,20.61311962,0,0,-1
355,5,0,34.38248225,0,0,-1
355,6,0,30.5656607,0,1,-1
355,7,0,33.93532898,0,1,-1
355,8,0,39.3327043,0,1,-1
355,9,0,27.94209875,0,1,-1
355,10,0,34.82087211,0,1,-1
356,1,0,18.84272724,0,0,-1
356,2,0,15.16070287,0,0,-1
356,3,0,26.23354989,0,0,-1
356,4,0,38.55778276,0,0,-1
356,5,0,18.29961128,0,0,-1
356,6,0,28.83859694,0,1,-1
356,7,0,33.70271468,0,1,-1
356,8,0,32.61539101,0,1,-1
356,9,0,32.93435974,0,1,-1
356,10,0,28.50391818,0,1,-1
357,1,0,22.66393371,0,0,-1
357,2,0,19.21618011,0,0,-1
357,3,0,13.55039148,0,0,-1
357,4,0,31.9729611,0,0,-1
357,5,0,32.2919291,0,0,-1
357,6,0,29.25830488,0,1,-1
357,7,0,31.64537344,0,1,-1
357,8,0,37.37159006,0,1,-1
357,9,0,34.62169828,0,1,-1
357,10,0,39.52008777,0,1,-1
358,1,0,20.012589,0,0,-1
358,2,0,29.55991869,0,0,-1
358,3,0,26.10392863,0,0,-1
358,4,0,26.97025972,0,0,-1
358,5,0,21.14969456,0,0,-1
358,6,0,30.43477927,0,1,-1
358,7,0,26.34022541,0,1,-1
358,8,0,28.80858637,0,1,-1
358,9,0,29.42312186,0,1,-1
358,10,0,29.66882534,0,1,-1
359,1,0,32.12385702,0,0,-1
359,2,0,29.65669531,0,0,-1
359,3,0,34.10183751,0,0,-1
359,4,0,19.8855249,0,0,-1
359,5,0,27.85626875,0,0,-1
359,6,0,22.53246187,0,1,-1
359,7,0,27.02152561,0,1,-1
359,8,0,27.40936508,0,1,-1
359,9,0,39.69792003,0,1,-1
359,10,0,33.01885161,0,1,-1
360,1,0,26.84189667,0,0,-1
360,2,0,26.02060445,0,0,-1
360,3,0,36.01819376,0,0,-1
360,4,0,18.60277888,0,0,-1
360,5,0,33.7961662,0,0,-1
360,6,0,34.73220435,0,1,-1
360,7,0,25.63310581,0,1,-1
360,8,0,37.03566668,0,1,-1
360,9,0,35.18072482,0,1,-1
360,10,0,33.8626187,0,1,-1
361,1,0,17.38032257,0,0,-1
361,2,0,19.40445274,0,0,-1
361,3,0,34.74906048,0,0,-1
361,4,0,26.00341409,0,0,-1
361,5,0,31.41065001,0,0,-1
361,6,0,25.04550309,0,1,-1
361,7,0,26.60073527,0,1,-1
361,8,0,37.40992405,0,1,-1
361,9,0,26.75211894,0,1,-1
361,10,0,32.92393116,0,1,-1
362,1,0,21.67013706,0,0,-1
362,2,0,23.55686301,0,0,-1
362,3,0,23.60453357,0,0,-1
362,4,0,27.97909891,0,0,-1
362,5,0,30.96427878,0,0,-1
362,6,0,32.67318773,0,1,-1
362,7,0,25.57098096,0,1,-1
362,8,0,30.57922451,0,1,-1
362,9,0,39.47381431,0,1,-1
362,10,0,39.47323594,0,1,-1
363,1,0,14.63570274,0,0,-1
363,2,0,24.7573995,0,0,-1
363,3,0,14.60887375,0,0,-1
363,4,0,26.23467451,0,0,-1
363,5,0,36.98883508,0,0,-1
363,6,0,24.26053641,0,1,-1
363,7,0,26.32838477,0,1,-1
363,8,0,35.82014891,0,1,-1
363,9,0,25.78599242,0,1,-1
363,10,0,31.83622485,0,1,-1
364,1,0,24.48220569,0,0,-1
364,2,0,19.82857076,0,0,-1
364,3,0,23.32015006,0,0,-1
364,4,0,29.72092855,0,0,-1
364,5,0,29.60773042,0,0,-1
364,6,0,30.33409198,0,1,-1
364,7,0,28.8043886,0,1,-1
364,8,0,33.85030558,0,1,-1
364,9,0,32.8813366,0,1,-1
364,10,0,37.28902805,0,1,-1
365,1,0,19.01533987,0,0,-1
365,2,0,22.08715513,0,0,-1
365,3,0,19.55021104,0,0,-1
365,4,0,25.82496195,0,0,-1
365,5,0,23.44499568,0,0,-1
365,6,0,23.42976775,0,1,-1
365,7,0,31.79330574,0,1,-1
365,8,0,33.06369888,0,1,-1
365,9,0,37.41436867,0,1,-1
365,10,0,32.84437215,0,1,-1
366,1,0,23.54026423,0,0,-1
366,2,0,25.75398786,0,0,-1
366,3,0,26.72386904,0,0,-1
366,4,0,21.87173159,0,0,-1
366,5,0,28.24681741,0,0,-1
366,6,0,30.82070148,0,1,-1
366,7,0,30.53589233,0,1,-1
366,8,0,21.56761171,0,1,-1
366,9,0,34.30244812,0,1,-1
366,10,0,46.0626552,0,1,-1
367,1,0,19.69980366,0,0,-1
367,2,0,19.35961451,0,0,-1
367,3,0,26.3667428,0,0,-1
367,4,0,27.56189105,0,0,-1
367,5,0,33.46367583,0,0,-1
367,6,0,22.71065922,0,1,-1
367,7,0,34.15690126,0,1,-1
367,8,0,34.95211031,0,1,-1
367,9,0,32.78926732,0,1,-1
367,10,0,36.69343659,0,1,-1
368,1,0,26.64728741,0,0,-1
368,2,0,27.3615769,0,0,-1
368,3,0,18.78490344,0,0,-1
368,4,0,30.10079093,0,0,-1
368,5,0,27.17655697,0,0,-1
368,6,0,29.36437049,0,1,-1
368,7,0,30.86598496,0,1,-1
368,8,0,31.24878506,0,1,-1
368,9,0,39.45853749,0,1,-1
368,10,0,34.5814102,0,1,-1
369,1,0,15.90226936,0,0,-1
369,2,0,21.03235072,0,0,-1
369,3,0,25.39347358,0,0,-1
369,4,0,32.14607392,0,0,-1
369,5,0,30.51547342,0,0,-1
369,6,0,24.74732361,0,1,-1
369,7,0,42.92594958,0,1,-1
369,8,0,33.32387655,0,1,-1
369,9,0,39.87695369,0,1,-1
369,10,0,34.24142783,0,1,-1
370,1,0,24.16679622,0,0,-1
370,2,0,27.19734252,0,0,-1
370,3,0,30.59097356,0,0,-1
370,4,0,31.28684153,0,0,-1
370,5,0,31.860985,0,0,-1
370,6,0,27.42456634,0,1,-1
370,7,0,27.64126979,0,1,-1
370,8,0,33.66303755,0,1,-1
370,9,0,38.16564036,0,1,-1
370,10,0,33.8863965,0,1,-1
371,1,0,26.82585983,0,0,-1
371,2,0,30.26308373,0,0,-1
371,3,0,19.9183954,0,0,-1
371,4,0,21.81539648,0,0,-1
371,5,0,26.79812471,0,0,-1
371,6,0,30.53806334,0,1,-1
371,7,0,27.87716493,0,1,-1
371,8,0,38.76101339,0,1,-1
371,9,0,35.62033431,0,1,-1
371,10,0,35.19723524,0,1,-1
372,1,0,14.32045238,0,0,-1
372,2,0,16.42092092,0,0,-1
372,3,0,25.90504625,0,0,-1
372,4,0,15.33702187,0,0,-1
372,5,0,32.56318705,0,0,-1
372,6,0,28.20923078,0,1,-1
372,7,0,46.71546485,0,1,-1
372,8,0,43.53958125,0,1,-1
372,9,0,32.59275465,0,1,-1
372,10,0,34.46831499,0,1,-1
373,1,0,26.47790757,0,0,-1
373,2,0,31.51586305,0,0,-1
373,3,0,16.30985471,0,0,-1
373,4,0,17.06812267,0,0,-1
373,5,0,24.38982597,0,0,-1
373,6,0,31.91368792,0,1,-1
373,7,0,32.98436795,0,1,-1
373,8,0,37.34885727,0,1,-1
373,9,0,27.50151236,0,1,-1
373,10,0,23.41928069,0,1,-1
374,1,0,25.79007098,0,0,-1
374,2,0,18.85901864,0,0,-1
374,3,0,14.40756068,0,0,-1
374,4,0,26.72531873,0,0,-1
374,5,0,31.46587844,0,0,-1
374,6,0,28.38971434,0,1,-1
374,7,0,28.21075807,0,1,-1
374,8,0,31.20318884,0,1,-1
374,9,0,31.64708619,0,1,-1
374,10,0,28.25976444,0,1,-1
375,1,0,17.92659662,0,0,-1
